est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
1.4406383667,3.2213653189,34596.0416838766,30397789.112851623,1,1,16.33,False
0.0160899605,0.0359782453,47285.4219613812,10553202.715378972,1,1,26.09,False
0.1058168859,0.2366137501,91096.9781144749,29224396.75221228,1,1,22.0,False
0.0253837029,0.0567596853,73808.7815216714,40317134.23872312,1,1,25.1,False
0.0189913123,0.0424658654,33495.9553232588,1165972.366126493,1,1,25.73,False
0.0840533402,0.1879489824,23599.8873062833,15238205.361111866,1,1,22.5,False
0.0699125232,0.1563291544,58479.9556850669,21082448.648338698,1,1,22.9,False
0.04411182,0.0986370281,9909.0338265264,31402966.28320755,1,1,23.9,False
1.4809997207,3.3116160501,78864.2979862961,63659657.82556918,1,1,16.27,False
0.0152951935,0.0342010925,24583.4624036524,34478214.06258492,1,1,26.2,False
0.0058150704,0.0130028927,38707.599471511,8610492.013625441,1,1,28.3,False
0.1677084622,0.3750075218,48883.9781729758,30078844.59899804,1,1,21.0,False
0.0183888672,0.0411187571,16273.0397325913,72959775.92890067,1,1,25.8,False
0.0127219879,0.0284472297,68117.7022880674,45148726.50584797,1,1,26.6,False
0.0555334912,0.1241766613,31076.2021954177,30697912.584042422,1,1,23.4,False
0.1756123185,0.3926810818,55020.3279258748,66587445.50346864,1,1,20.9,True
0.0506471459,0.1132504611,72068.6674409566,12293460.974084932,1,1,23.6,False
0.0201629919,0.0450858206,38037.630844202,35394578.22379562,1,1,25.6,False
0.6089126221,1.3615700154,157265.4319471282,67255274.46544592,1,1,18.2,False
0.0592318063,0.1324463452,40087.4450350738,17638527.569714677,1,1,23.26,False
0.0305179233,0.0682401509,41679.2052214031,9740521.32231532,1,1,24.7,False
0.1529519353,0.3420109247,27594.2334867498,40767727.735496014,1,1,21.2,False
0.0334622374,0.0748238376,19371.7573984892,14639947.965682749,1,1,24.5,False
0.0222103282,0.0496638037,78461.2840556326,74403207.68891297,1,1,25.39,False
0.0201629919,0.0450858206,70146.1452284338,61640764.18412136,1,1,25.6,False
0.0840533402,0.1879489824,73296.5981968606,8831761.250756286,1,1,22.5,False
0.2658,0.5943468684,52488.808558862,33965807.0849629,1,1,20.0,False
0.0120935826,0.0270420729,58762.7418176262,386572.819030239,1,1,26.71,False
0.0530340723,0.1185877909,58810.1371885181,54575528.97734581,1,1,23.5,False
0.0699125232,0.1563291544,11615.4023195474,41129180.6037884,1,1,22.9,False
0.0143401923,0.0320656449,45813.2156998834,68080553.61482057,1,1,26.34,False
0.0291443905,0.0651688382,49706.5013856169,55322618.4512784,1,1,24.8,False
0.1394938229,0.3119176705,33773.1375973068,60702844.42094298,1,1,21.4,False
0.0231502122,0.0517654482,23944.4721479389,10111782.365517236,1,1,25.3,False
0.1677084622,0.3750075218,14847.1615151533,59792267.3635745,1,1,21.0,False
0.035200998,0.0787118244,42643.4134278406,21117798.43054247,1,1,24.39,False
0.0155795524,0.0348369383,53602.8181305278,64641291.22330536,1,1,26.16,False
0.1113153296,0.2489086439,58823.4698699216,60474058.33963825,1,1,21.89,False
0.0242412481,0.0542050786,51831.8097364141,36927449.26947611,1,1,25.2,False
0.0152951935,0.0342010925,28546.7206843807,8283926.086686833,1,1,26.2,False
0.1756123185,0.3926810818,57639.7159640863,8444853.556894053,1,1,20.9,True
0.0253837029,0.0567596853,47063.9427168452,61747354.671107806,1,1,25.1,False
0.0201629919,0.0450858206,36607.0312168499,6898432.624299167,1,1,25.6,False
0.2941406018,0.6577183805,138466.9421768693,70570964.8874399,1,1,19.78,False
0.0384197891,0.0859092601,24820.3720035535,15566539.25063792,1,1,24.2,False
0.058150704,0.130028927,100177.0257733787,8343975.793688858,1,1,23.3,False
0.0527904029,0.1180429295,32381.1902164222,15682611.071107537,1,1,23.51,False
0.0253837029,0.0567596853,44745.2291868743,8884622.600587366,1,1,25.1,False
0.0278326768,0.0622357573,26018.8050271166,6705859.75922448,1,1,24.9,False
0.6376097899,1.4257388333,53605.3602390844,41578582.5086474,1,1,18.1,False
0.0699125232,0.1563291544,94541.5174736963,8857450.017475242,1,1,22.9,False
0.0319561887,0.0714562102,21400.1109632481,9207884.164894054,1,1,24.6,False
0.3424167308,0.7656670868,65012.7334790304,71408318.1557012,1,1,19.45,True
0.6317641482,1.4126675811,130740.2847594194,65763268.18728589,1,1,18.12,False
0.04411182,0.0986370281,41497.435357618,34009039.70252951,1,1,23.9,False
0.0421264611,0.0941976306,42483.6220623199,8029750.105287828,1,1,24.0,False
0.008405334,0.0187948982,23118.1818288761,1489942.410985713,1,1,27.5,False
0.0872077289,0.19500241,86720.1763177192,22538269.9842661,1,1,22.42,False
0.0334622374,0.0748238376,31340.9224390631,9465225.936418,1,1,24.5,False
0.0016770846,0.0037500752,36031.6572873246,381875.236475221,1,1,31.0,False
0.7287104149,1.6294460236,95025.125323026,3745564.479133814,1,1,17.81,True
0.0160160338,0.0358129403,25319.6274695772,35308484.08113872,1,1,26.1,False
0.0183888672,0.0411187571,27535.0123253499,15118966.987568175,1,1,25.8,False
0.2315021222,0.5176544822,33294.2505923186,554168.778850365,1,1,20.3,True
0.0175612318,0.0392681082,10324.2857501317,13525882.649614818,1,1,25.9,False
0.0483676488,0.1081533507,14705.9856794842,27882647.87618173,1,1,23.7,False
0.0192555078,0.0430566244,61758.1898098016,66306170.43639104,1,1,25.7,False
0.0291443905,0.0651688382,80709.1959001817,44286323.55296837,1,1,24.8,False
0.1608996045,0.3597824532,53034.3027230069,25427476.0872566,1,1,21.09,True
0.2210828104,0.4943561926,38006.2294109802,6338621.253148994,1,1,20.4,True
0.0483676488,0.1081533507,12975.5295507073,71366330.95536213,1,1,23.7,False
0.745684261,1.6674006973,111022.7298091261,62280287.5386387,1,1,17.76,False
0.3841978911,0.8590926012,120967.2693790916,15529147.023674827,1,1,19.2,False
0.3503926411,0.7835017643,106771.5403678458,46194985.45039458,1,1,19.4,False
0.2821986791,0.6310154296,84680.1376423542,65698601.441222064,1,1,19.87,False
0.0231502122,0.0517654482,20175.1136322457,2257452.50280606,1,1,25.3,False
0.2914439045,0.6516883822,104676.5847672594,51560408.845460735,1,1,19.8,False
0.0037030108,0.0082801838,34713.9240124638,608933.34270316,1,1,29.28,False
0.0201629919,0.0450858206,26232.4563176385,11172644.021907948,1,1,25.6,False
0.0880146521,0.1968067451,39550.8328024572,37888458.61118112,1,1,22.4,False
0.096506147,0.2157943048,53851.0669833463,41935233.28531278,1,1,22.2,False
0.0105816886,0.023661375,33335.3895842749,5605425.097960962,1,1,27.0,False
0.4212646106,0.9419763057,59368.0487444708,70587974.24005784,1,1,19.0,False
0.0088014652,0.0196806745,17484.9777770448,4682122.826896247,1,1,27.4,False
0.0419329075,0.0937648318,76278.9034796382,15253395.349314222,1,1,24.01,False
0.046190746,0.1032856481,67305.2075666424,13896976.232961057,1,1,23.8,False
0.0211132445,0.0472106499,81139.1811960204,60681243.61049901,1,1,25.5,False
0.2719912773,0.6081909854,6195.4421956314,70304744.73664784,1,1,19.95,False
0.3824326621,0.8551454293,44946.5066837284,48755658.219978735,1,1,19.21,False
0.0880146521,0.1968067451,25863.4174026763,32314446.044043183,1,1,22.4,False
0.0211132445,0.0472106499,53313.8054138525,3370451.290779398,1,1,25.5,False
0.2783267681,0.6223575734,80011.0861306787,46509189.7463002,1,1,19.9,True
0.0095182033,0.0212833496,86287.103136914,64101875.74151504,1,1,27.23,False
0.0319561887,0.0714562102,39629.9334340192,18391975.012961414,1,1,24.6,False
0.0160160338,0.0358129403,52205.4966327361,1281725.932087469,1,1,26.1,False
0.0661538275,0.1479244553,31542.3391266234,24269484.558057588,1,1,23.02,False
0.5815070396,1.30028927,66330.5370518452,57035662.76306118,1,1,18.3,False
0.0160160338,0.0358129403,32110.7275812578,1766333.571361209,1,1,26.1,False
0.3285148278,0.7345814866,65991.9761508218,54720854.3471384,1,1,19.54,True
0.0411675457,0.0920534307,32974.8140646106,23489402.51555882,1,1,24.05,False
0.3195618867,0.7145621017,79686.606843761,50301370.88145811,1,1,19.6,False
0.0868070458,0.1941064553,25231.6002538462,36034924.3366784,1,1,22.43,False
0.0096506147,0.0215794305,37531.7706462134,2814880.405892458,1,1,27.2,False
0.0069912523,0.0156329154,19953.8944452474,1561705.840645756,1,1,27.9,False
0.0278326768,0.0622357573,43245.0352003738,7128385.583949689,1,1,24.9,False
0.0133215567,0.0297879063,19276.7825897971,5106218.71118668,1,1,26.5,False
0.046190746,0.1032856481,10810.6139914809,33125615.43647496,1,1,23.8,False
0.2210828104,0.4943561926,48098.915655291,8734566.183196243,1,1,20.4,True
0.0105816886,0.023661375,57750.0155125988,74190124.91098194,1,1,27.0,False
0.0253837029,0.0567596853,34111.6595016284,17195878.393029187,1,1,25.1,False
0.0160160338,0.0358129403,41462.1390509269,2025418.547025116,1,1,26.1,False
0.04411182,0.0986370281,14798.4049112456,17845336.706650898,1,1,23.9,False
0.0211132445,0.0472106499,61468.2419790452,59946068.85892257,1,1,25.5,False
0.0253837029,0.0567596853,28312.7982502354,32464030.420315307,1,1,25.1,False
0.0411675457,0.0920534307,25558.4369418278,69747306.81050415,1,1,24.05,False
0.1394938229,0.3119176705,71772.9782999231,6907918.475637997,1,1,21.4,True
0.0183888672,0.0411187571,34966.2082158314,64715239.79913292,1,1,25.8,False
0.1108038821,0.2477650126,53256.3800487066,48872078.72316376,1,1,21.9,True
0.2034955781,0.4550299458,42829.4677353937,30134549.99881505,1,1,20.58,True
0.5064714588,1.1325046106,37770.2002608908,21999743.96653144,1,1,18.6,True
0.0167708462,0.0375007522,28030.8216830474,6089059.857406731,1,1,26.0,False
0.058150704,0.130028927,57327.3276136506,36833941.056382,1,1,23.3,False
0.0192555078,0.0430566244,60009.3148977824,8191327.727838067,1,1,25.7,False
0.0127219879,0.0284472297,18030.9630479137,2391270.93907633,1,1,26.6,False
0.0880146521,0.1968067451,44223.7402872479,50999748.94023214,1,1,22.4,False
0.0127219879,0.0284472297,24460.4708484187,19567783.82799487,1,1,26.6,False
0.0278326768,0.0622357573,34154.6208054478,3752314.335028214,1,1,24.9,False
0.0472666667,0.1056914799,12276.3155960703,29693886.21026126,1,1,23.75,False
0.2231284644,0.4989304142,53877.1691510381,72103117.57910845,1,1,20.38,False
0.0732073989,0.1636967205,36808.1992341598,9574649.627544813,1,1,22.8,False
0.0699125232,0.1563291544,52137.5421214742,18515569.078088023,1,1,22.9,False
0.0148099972,0.0331161605,63703.4568877919,42635033.95999136,1,1,26.27,False
1.0340819954,2.312277636,36389.8948374472,39969253.54742776,1,1,17.05,False
0.0080270317,0.0179489885,51716.1704147129,66206541.06741099,1,1,27.6,False
0.0832827346,0.1862258558,34158.1347756111,44426620.339958765,1,1,22.52,False
1.3199423904,2.9514809114,13256.3206138405,53378550.31341228,1,1,16.52,False
0.0699125232,0.1563291544,63560.0910019212,55963510.44678881,1,1,22.9,False
0.1010543415,0.2259643771,29083.9847416653,23376132.124641974,1,1,22.1,False
0.2914439045,0.6516883822,41994.4327423855,27507026.533782493,1,1,19.8,False
0.160160338,0.358129403,46858.5656762562,6722675.203083321,1,1,21.1,True
0.0083282735,0.0186225856,62409.4192430374,60730427.47069081,1,1,27.52,False
0.0152951935,0.0342010925,39025.9179818942,3705073.481891542,1,1,26.2,False
0.2658,0.5943468684,19786.9998628495,5043043.126771431,1,1,20.0,True
0.046190746,0.1032856481,64548.187516372,59917601.6109641,1,1,23.8,False
0.0242412481,0.0542050786,50997.7442476894,13859295.536425244,1,1,25.2,False
0.0840533402,0.1879489824,17069.1637418512,42645942.05324008,1,1,22.5,False
0.0695913044,0.1556108872,54653.1742356977,18822822.33888367,1,1,22.91,False
0.2111324448,0.4721064988,17647.7250036136,37289945.388434514,1,1,20.5,False
0.0192555078,0.0430566244,89738.0341518348,67191750.94630462,1,1,25.7,False
0.04411182,0.0986370281,40028.1237025852,9093875.972242156,1,1,23.9,False
0.0384197891,0.0859092601,41910.4937876231,21774973.52589132,1,1,24.2,False
0.02658,0.0594346868,63496.8953533973,53191756.09990017,1,1,25.0,False
0.1838886721,0.411187571,31925.7768906314,64611291.689243846,1,1,20.8,False
0.3669061375,0.8204270649,28678.6089229064,12732326.62616089,1,1,19.3,False
0.0350392641,0.0783501764,61660.3183297891,51985002.87569848,1,1,24.4,False
0.3841978911,0.8590926012,40433.7609357412,69002715.09740801,1,1,19.2,False
0.0384197891,0.0859092601,21913.8038068501,5567755.830702417,1,1,24.2,False
0.1272198785,0.2844722965,20688.3675413587,32474231.34947273,1,1,21.6,False
0.0101054342,0.0225964377,19843.2170147265,6571998.882038491,1,1,27.1,False
0.0708851033,0.1585039096,80150.972604228,54772585.23074525,1,1,22.87,False
0.0504144434,0.1127301225,69508.585757448,69785129.44549903,1,1,23.61,False
0.02658,0.0594346868,30744.7685312842,5333030.728918469,1,1,25.0,False
0.0201629919,0.0450858206,32074.168947308,5651688.987247812,1,1,25.6,False
0.1740022951,0.38908096,14794.4829476864,40386184.396855175,1,1,20.92,False
0.0555334912,0.1241766613,99155.7466395782,59345809.02120456,1,1,23.4,False
0.0231502122,0.0517654482,42101.4205175713,891530.540796032,1,1,25.3,False
0.0840533402,0.1879489824,44500.3909249295,5943272.604190519,1,1,22.5,False
0.2658,0.5943468684,53542.4486964379,28188456.81442188,1,1,20.0,True
0.273246732,0.6109982675,26979.1083120814,12465912.446931437,1,1,19.94,False
0.0211132445,0.0472106499,95725.7423148107,55768300.5452607,1,1,25.5,False
0.0840533402,0.1879489824,28208.6513558178,21926986.937738422,1,1,22.5,False
0.1160259082,0.2594418179,22465.690783901,40011444.126071095,1,1,21.8,False
0.0139493823,0.0311917671,14649.5262395741,10368343.355838075,1,1,26.4,False
0.0192555078,0.0430566244,49100.2043237345,61349419.99856958,1,1,25.7,False
0.046190746,0.1032856481,56950.7692339328,65568163.4530604,1,1,23.8,False
0.0192555078,0.0430566244,25493.1705090833,2492472.85094624,1,1,25.7,False
0.2796114661,0.6252302454,53823.331057568,32467864.3893266,1,1,19.89,False
0.0253837029,0.0567596853,31570.6377485119,8526909.334969882,1,1,25.1,False
0.013506878,0.0302022973,26061.8995049324,56762551.88006054,1,1,26.47,False
0.0242412481,0.0542050786,69178.477420778,4964457.271290251,1,1,25.2,False
0.0242412481,0.0542050786,47283.7753051531,21318386.61485368,1,1,25.2,False
0.0555334912,0.1241766613,8521.3630677767,37320864.12660824,1,1,23.4,False
0.0241298697,0.0539560289,27502.3729552216,67085109.80547938,1,1,25.21,False
0.0242412481,0.0542050786,43285.8141700042,3326679.911443766,1,1,25.2,False
0.0483676488,0.1081533507,34410.1137809241,8573015.952016002,1,1,23.7,False
0.0334622374,0.0748238376,42718.0273602296,5652969.036382254,1,1,24.5,False
0.0840533402,0.1879489824,66299.0824389373,8468163.20884725,1,1,22.5,False
0.063760979,0.1425738833,52003.5730514525,5821927.608401275,1,1,23.1,False
0.0421264611,0.0941976306,50101.7224312458,9768100.691955548,1,1,24.0,False
0.0167708462,0.0375007522,59093.4528650329,1879940.33308875,1,1,26.0,False
0.1677084622,0.3750075218,14245.5151836523,38457469.937180765,1,1,21.0,False
0.1272198785,0.2844722965,49104.8054413301,12692395.439107943,1,1,21.6,True
0.0127219879,0.0284472297,63228.4107019067,55620258.62774678,1,1,26.6,False
0.0101054342,0.0225964377,23601.0214911058,3413126.551561753,1,1,27.1,False
0.0133215567,0.0297879063,68342.4625394974,60026978.91179143,1,1,26.5,False
0.0142087207,0.0317716653,32981.1063513163,34450709.058045864,1,1,26.36,False
0.0699125232,0.1563291544,49957.1227759244,47164705.412316285,1,1,22.9,False
0.008405334,0.0187948982,59026.0542747034,59554142.530516505,1,1,27.5,False
0.1780553292,0.3981438198,31228.8555046467,38024531.8164676,1,1,20.87,False
0.2368944994,0.5297122041,10258.222952073,48443167.23855866,1,1,20.25,False
0.0192555078,0.0430566244,23188.5459560638,2561043.203829855,1,1,25.7,False
0.02658,0.0594346868,26751.3585756029,67016786.992191255,1,1,25.0,False
0.100590039,0.2249261651,69192.3536419936,20184922.957942627,1,1,22.11,False
0.0466181437,0.1042413384,17682.3638234757,30262976.71841349,1,1,23.78,False
0.1838886721,0.411187571,58365.2618859906,25343006.89162342,1,1,20.8,False
0.2111324448,0.4721064988,79408.35631377,65532336.887485154,1,1,20.5,False
0.0186446818,0.041690776,31740.9767552372,74707021.51515988,1,1,25.77,False
0.0319561887,0.0714562102,42103.382694147,14647741.05728338,1,1,24.6,False
0.1272198785,0.2844722965,77222.7372236087,10258022.481405511,1,1,21.6,False
0.0024920398,0.0055723704,18113.6912474718,1039124.90636227,1,1,30.14,False
0.0350392641,0.0783501764,44187.2235648281,22400959.664433863,1,1,24.4,False
0.3806755436,0.8512163929,66763.2282543709,51909541.23709418,1,1,19.22,False
0.1260535197,0.2818642388,20026.4868380476,66498141.69363152,1,1,21.62,False
0.2111324448,0.4721064988,113281.3187891712,60737394.97652628,1,1,20.5,False
0.046190746,0.1032856481,80947.0841126468,8228179.442737062,1,1,23.8,False
0.0560473362,0.1253256538,45394.753669285,29749765.9215164,1,1,23.38,False
0.1332155667,0.2978790628,24985.2368535414,39842903.994254254,1,1,21.5,False
0.002914439,0.0065168838,24211.5428708906,53524621.75770213,1,1,29.8,False
0.0231502122,0.0517654482,46158.5549916961,6486000.093063923,1,1,25.3,False
0.01034082,0.0231227764,69431.6147670054,52641586.1917932,1,1,27.05,False
0.04411182,0.0986370281,47752.7701675597,40155526.50212164,1,1,23.9,False
0.0101054342,0.0225964377,16768.0541007631,6479238.927570551,1,1,27.1,False
0.0093444765,0.0208948847,41050.8410157335,46139348.775839046,1,1,27.27,False
0.0291443905,0.0651688382,57367.9774418551,54258775.69829305,1,1,24.8,False
0.0110803882,0.0247765013,67522.8102477091,51179604.37069983,1,1,26.9,False
0.0175612318,0.0392681082,14661.7760947209,6983157.288214945,1,1,25.9,False
0.0253837029,0.0567596853,67133.4026920085,74239889.33058763,1,1,25.1,False
0.2538370294,0.5675968529,112082.2304320026,60463405.31075789,1,1,20.1,True
0.0421264611,0.0941976306,20340.6953777069,21747260.32599659,1,1,24.0,False
0.1332155667,0.2978790628,48707.685995544,73242441.62785824,1,1,21.5,False
0.1214940408,0.2716689341,56939.7557743585,16666164.258309424,1,1,21.7,True
0.3552670883,0.7944013596,34357.3496177247,29352777.67990272,1,1,19.37,False
0.0384197891,0.0859092601,46061.8444361045,33570818.23384156,1,1,24.2,False
0.0353634784,0.0790751417,41191.4916335293,9317343.924067324,1,1,24.38,False
0.1529519353,0.3420109247,56886.0696900043,22079540.203419,1,1,21.2,True
0.0278326768,0.0622357573,69344.1945668286,64186764.61901272,1,1,24.9,False
0.0384197891,0.0859092601,39836.935196069,4052788.897460122,1,1,24.2,False
0.0096506147,0.0215794305,32929.4084377961,2921814.534146093,1,1,27.2,False
0.160160338,0.358129403,53286.6346400142,71692885.8569377,1,1,21.1,False
0.0608912622,0.1361570015,102510.9486438102,71600663.90128964,1,1,23.2,False
0.0192555078,0.0430566244,60538.8356610962,39450727.86732488,1,1,25.7,False
0.0421264611,0.0941976306,18267.0608424611,17565898.312462434,1,1,24.0,False
0.6230960191,1.3932850552,60107.9054770894,23958566.56832098,1,1,18.15,False
0.0133215567,0.0297879063,18825.8132173033,69863337.25220293,1,1,26.5,False
0.0766575574,0.1714115092,64121.8506948918,2922534.608533551,1,1,22.7,False
0.02658,0.0594346868,48554.8496654612,2308084.64989691,1,1,25.0,False
0.0278326768,0.0622357573,52216.9206012284,46964870.28872288,1,1,24.9,False
0.2424124811,0.5420507863,98237.5693112545,72755223.22151703,1,1,20.2,False
0.1529519353,0.3420109247,41202.1373825326,69486083.093932,1,1,21.2,False
0.4619074603,1.0328564805,113251.8095636695,8202755.150092479,1,1,18.8,True
0.6145468212,1.3741684676,32267.048000688,66393184.5461093,1,1,18.18,False
0.0183888672,0.0411187571,35929.4807892063,25965960.62150192,1,1,25.8,False
0.1925550782,0.4305662442,26205.7660562711,49845102.1052508,1,1,20.7,False
0.185590173,0.4149922428,82152.448899849,29695806.538279302,1,1,20.78,False
0.0608912622,0.1361570015,44823.7130566878,5278563.401073577,1,1,23.2,False
0.4023045798,0.8995803882,88909.1959673794,71412835.86177734,1,1,19.1,True
0.0435065831,0.0972836774,40515.2680284234,29340742.067507826,1,1,23.93,False
0.4023045798,0.8995803882,86766.6283270916,67093128.78986372,1,1,19.1,False
0.4619074603,1.0328564805,87821.0281057486,28812511.65942252,1,1,18.8,False
0.1724070324,0.3855138443,147117.3950382462,30582847.9162728,1,1,20.94,True
0.1460679643,0.3266178974,77940.5121394567,72363565.63072464,1,1,21.3,False
0.2621530873,0.5861921237,9561.4167830893,56255190.44963916,1,1,20.03,False
0.0363542322,0.0812905344,11247.6420813427,31540512.39920248,1,1,24.32,False
0.1214940408,0.2716689341,15964.9815150483,72626552.89674707,1,1,21.7,False
0.0896509666,0.2004656557,44327.0292656022,16039746.350394487,1,1,22.36,False
0.0384197891,0.0859092601,77041.8381454218,59834489.23809225,1,1,24.2,False
0.0515887466,0.1153559443,18203.4714136739,31533531.66891531,1,1,23.56,False
0.160160338,0.358129403,28526.9243617341,41346860.43450584,1,1,21.1,False
0.0127219879,0.0284472297,21909.3121594598,3758945.97868574,1,1,26.6,False
0.0802703167,0.1794898848,17856.2647655682,25148607.61607348,1,1,22.6,False
0.2645787599,0.5916160926,51747.2748894226,63217916.75283396,1,1,20.01,False
0.1669379118,0.3732845187,44979.4881264078,60486861.74814113,1,1,21.01,False
0.185590173,0.4149922428,63375.1408722589,74795295.41846098,1,1,20.78,False
0.2111324448,0.4721064988,74368.3444538864,37912069.58316407,1,1,20.5,False
0.9606274149,2.1480282008,88208.9462345533,74427747.0203978,1,1,17.21,False
0.022108281,0.0494356193,18821.260484402,11365235.496957663,1,1,25.4,False
0.2424124811,0.5420507863,61519.487087327,72565079.90065008,1,1,20.2,True
0.1394938229,0.3119176705,18476.5576971152,54301601.469492406,1,1,21.4,False
0.0880146521,0.1968067451,74635.2840689615,8529781.419596652,1,1,22.4,False
0.4619074603,1.0328564805,86243.1422041688,33786150.91885805,1,1,18.8,False
0.0732073989,0.1636967205,129852.37161616,68054963.56773601,1,1,22.8,False
0.8601119401,1.9232687664,46997.3498228694,25609936.944147784,1,1,17.45,False
0.2016299194,0.4508582062,94303.2391787516,39750371.81750318,1,1,20.6,False
0.5064714588,1.1325046106,32215.6164325797,10054704.539881056,1,1,18.6,False
0.0836671502,0.1870854353,25365.5978118034,9789824.24745186,1,1,22.51,False
0.0110803882,0.0247765013,37614.7944368104,4145954.037758957,1,1,26.9,False
0.2210828104,0.4943561926,43301.7629443062,71798537.45273225,1,1,20.4,False
0.1925550782,0.4305662442,34720.8994426603,71426537.71020807,1,1,20.7,False
0.0766575574,0.1714115092,24437.8685226861,18855679.491457924,1,1,22.7,False
0.1838886721,0.411187571,32637.7655325509,36484123.55138333,1,1,20.8,False
0.0080381291,0.0179738031,30542.4878745017,3107041.006859968,1,1,27.597,False
0.1058168859,0.2366137501,32263.5162215351,70633187.98221686,1,1,22.0,False
0.1203801767,0.2691782583,43663.2891238681,33828210.09073238,1,1,21.72,False
0.3552670883,0.7944013596,43617.0302043664,25526478.940357085,1,1,19.37,False
0.040230458,0.0899580388,15741.9648508039,40133281.76260604,1,1,24.1,False
0.0305179233,0.0682401509,23282.3016814437,45410238.07864157,1,1,24.7,False
0.0255008688,0.0570216761,34293.2615006469,1313039.189763963,1,1,25.09,False
0.4431543091,0.9909231597,40938.2068748983,22714640.352834698,1,1,18.89,False
0.058150704,0.130028927,83885.8259969582,26151773.56274556,1,1,23.3,False
0.0334622374,0.0748238376,39146.0410411348,12922591.749613596,1,1,24.5,False
0.0555334912,0.1241766613,19907.4046009984,7293746.746069246,1,1,23.4,False
0.0732073989,0.1636967205,64236.2595230898,3713257.218410105,1,1,22.8,False
0.0492668706,0.1101640716,91500.446112489,46329944.16650935,1,1,23.66,False
0.0121494041,0.0271668934,63688.0452128352,58548983.04262881,1,1,26.7,False
0.0483676488,0.1081533507,49950.5903310737,6284564.466738743,1,1,23.7,False
0.0160160338,0.0358129403,31677.8805862419,7132635.420079797,1,1,26.1,False
0.0856160085,0.1914432149,65108.6308686755,30994147.273562368,1,1,22.46,False
0.1677084622,0.3750075218,68946.8974907627,10227233.84849932,1,1,21.0,False
0.0105816886,0.023661375,63990.97529774,55883749.03628538,1,1,27.0,False
0.1108038821,0.2477650126,59817.494937433,51568316.67862766,1,1,21.9,False
0.0146067964,0.0326617897,49665.5959645379,60545614.23217324,1,1,26.3,False
0.0291443905,0.0651688382,17572.260783518,9198554.149656404,1,1,24.8,False
0.1925550782,0.4305662442,36403.6752398048,58382011.22008211,1,1,20.7,True
0.02658,0.0594346868,26808.5549168689,8341821.165486822,1,1,25.0,False
0.04411182,0.0986370281,20358.0592145963,5088499.980428992,1,1,23.9,False
0.0211132445,0.0472106499,42227.875292904,2632151.379859511,1,1,25.5,False
0.0139493823,0.0311917671,24342.2666221109,7676469.424558443,1,1,26.4,False
0.0242412481,0.0542050786,25266.0949709766,8524555.711681172,1,1,25.2,False
0.1058168859,0.2366137501,56920.7947531464,58355256.613418765,1,1,22.0,False
0.0555334912,0.1241766613,68584.8606612714,4128443.14332206,1,1,23.4,False
0.1529519353,0.3420109247,43896.832799441,65127348.705296,1,1,21.2,False
0.0447254765,0.1000092059,15011.4497933535,41170621.397907294,1,1,23.87,False
0.0350392641,0.0783501764,13608.0856464272,15264467.14751207,1,1,24.4,False
0.0283501249,0.0633928065,52029.1214457181,8077160.796886311,1,1,24.86,False
0.02658,0.0594346868,48644.209236496,45596916.65300017,1,1,25.0,False
0.1260535197,0.2818642388,67496.4326333016,46996363.42287826,1,1,21.62,True
0.0121494041,0.0271668934,71534.1530640337,72250475.41548242,1,1,26.7,False
0.096506147,0.2157943048,47087.3567041675,25480761.65176764,1,1,22.2,False
0.0299609084,0.0669946278,50876.104893142,7937415.008770688,1,1,24.74,False
0.0076657557,0.0171411509,30030.4577579237,64069584.7420798,1,1,27.7,False
0.1058168859,0.2366137501,51394.7215665076,21434411.88046614,1,1,22.0,False
0.1460679643,0.3266178974,35990.5652895118,61480277.354440205,1,1,21.3,False
0.1332155667,0.2978790628,29910.0809445733,38351463.76451474,1,1,21.5,False
0.0183888672,0.0411187571,16780.642897378,7287586.290822859,1,1,25.8,False
0.9173920592,2.0513510063,64686.0426787408,44262789.89316464,1,1,17.31,False
0.0231502122,0.0517654482,24196.9604765099,16667273.19740016,1,1,25.3,False
0.4619074603,1.0328564805,41922.4000043689,56182442.23216069,1,1,18.8,True
0.1220548318,0.2729229009,52944.290651322,49918763.15397222,1,1,21.69,False
0.0250354255,0.0559809132,43522.9946829295,2452350.432936074,1,1,25.13,False
0.0211132445,0.0472106499,26357.0711673983,5663018.138661421,1,1,25.5,False
0.1756123185,0.3926810818,67576.0735723882,42443825.18813448,1,1,20.9,True
0.058150704,0.130028927,72373.2211902582,47327096.39848572,1,1,23.3,False
0.2914439045,0.6516883822,60832.520199347,47933483.884637214,1,1,19.8,False
0.2315021222,0.5176544822,131660.3833405103,72175551.71585885,1,1,20.3,False
0.2210828104,0.4943561926,18056.8137804877,27515756.003330816,1,1,20.4,False
0.1460679643,0.3266178974,91648.6503131452,66800589.8259634,1,1,21.3,True
0.1332155667,0.2978790628,86700.5537708668,22456248.47906229,1,1,21.5,False
0.0880146521,0.1968067451,37880.7540279905,29002310.351676345,1,1,22.4,False
0.0832827346,0.1862258558,59214.4298135525,22458298.5383532,1,1,22.52,False
0.4836764882,1.0815335068,106085.06237651,17931624.1746352,1,1,18.7,False
0.0427124985,0.0955080501,52786.8703391915,56191057.319177605,1,1,23.97,False
