tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
-0.247969,-1.719904,-0.482546,1.399873,-0.563669,0.585635,-0.648504,1.041933,0.606491,1.219584,0.13775,1.18244,-0.424281,unstable
1.099025,0.782345,1.578508,0.975954,-0.087239,-1.185361,-0.061171,1.398063,-0.766314,0.148199,-0.163232,-1.175236,0.600368,unstable
-1.166192,-1.401106,-1.043961,0.03469,0.806988,-0.764458,-1.008634,0.371393,0.452904,0.995935,-1.02969,0.507456,-1.111872,stable
0.2258,-0.986151,-0.158069,1.063227,-0.813884,0.242136,0.406326,0.765214,1.704247,-0.455685,1.573813,1.670554,2.045623,unstable
-0.726517,-0.160964,1.405935,-1.194233,0.29726,-1.154204,0.196181,0.441696,-0.899672,-0.23919,-0.527354,-1.389202,-1.076547,stable
-0.39562,-0.356312,-0.94055,0.79477,-1.155068,1.676499,1.559067,-1.229269,0.053653,1.581601,-0.248855,-0.566033,0.732368,unstable
1.089774,0.652604,-0.403366,-0.976601,0.162182,-1.010207,0.28132,0.447185,-0.572792,0.833732,0.790578,1.067016,0.87217,unstable
-0.363881,-0.921347,1.6629,-1.100455,-0.230751,0.490004,-0.427796,0.338595,1.143354,0.025194,0.164587,-1.05181,-0.525906,stable
0.552904,-1.30533,-0.11949,1.415866,-0.109981,-0.375687,1.006946,-0.440228,-0.801657,1.535995,-0.930619,0.998276,-0.32541,unstable
-0.015069,-0.094867,1.224284,-1.139769,0.228866,-0.680791,0.964341,-0.68108,1.28936,1.603617,-1.29377,0.065887,1.073963,unstable
1.507716,-0.384053,-1.269325,-0.772927,-0.104055,-1.302156,1.248682,0.234212,0.885405,-0.52883,1.114863,0.897287,-0.842434,stable
-1.375455,-0.576985,0.096662,0.592351,-1.457253,-0.123768,1.576897,1.078046,1.514942,-1.181209,0.990217,-1.715012,-1.09606,stable
0.138695,-1.269319,-1.393106,1.475444,-1.063551,-0.107155,0.441262,1.513227,0.96751,1.413504,-1.573237,-1.240809,-0.950747,stable
1.25761,1.344614,1.427603,-1.383366,-1.949186,1.498287,0.867445,1.019906,1.232809,0.814574,1.426027,0.883828,1.287374,unstable
-1.39647,-0.996612,1.275352,1.255497,1.486921,-1.324949,-0.936187,-0.321572,-0.174778,1.167765,-0.771069,0.232679,-0.793549,stable
-0.618289,0.803434,-0.824197,0.897628,1.753686,-1.549058,-1.265722,-0.231285,-0.893447,-1.580141,-0.298274,-0.430839,-1.351434,stable
-0.564616,-1.015411,0.302322,0.427782,2.118803,-0.989723,-1.441491,-1.249042,-0.852887,0.742063,-0.062219,0.067856,0.197662,unstable
-0.24721,0.060749,1.073782,0.546296,-0.804627,-1.366897,1.326241,1.438252,0.197385,-0.478139,0.852384,0.653701,1.430217,unstable
-1.196557,-1.345945,1.502532,-1.188538,0.264831,0.75191,-0.85165,-0.360258,-1.122278,1.643511,0.553796,1.648866,-1.066295,stable
-0.081178,0.261836,1.055328,-0.139025,0.316242,0.468676,0.20903,-1.227003,1.269424,-0.862582,0.475361,0.529053,1.445283,unstable
0.347743,-1.512749,0.289503,0.525752,0.111763,0.55486,-0.442383,-0.306604,-0.372663,0.768825,1.55335,-0.658518,0.365885,unstable
-1.582426,-1.436117,-0.513245,0.811041,1.187217,0.727242,-1.527507,-1.261871,-0.93904,-1.681524,1.119563,0.898652,-0.334827,unstable
0.204284,-0.454333,0.795547,1.677185,-0.304912,-0.902011,0.711683,0.719944,1.62698,-1.492624,-0.102951,-1.346856,0.542826,unstable
-1.527373,-0.681923,-0.55164,-0.574363,-0.171128,1.370872,0.455152,-1.528783,0.105348,-0.715037,-0.296999,0.98733,-0.49807,stable
-1.205383,-0.695054,-1.722406,-0.613607,-2.333187,1.652197,0.945613,1.454819,-1.206266,1.079531,-1.582387,-0.163076,-1.429771,stable
0.654993,0.252598,1.423607,1.318185,-0.701135,1.405552,-1.438274,1.250559,0.95314,0.731278,0.741843,0.630743,1.969392,unstable
-1.3223,-1.034409,1.444271,-0.885028,-0.872861,1.194699,1.515002,-1.193586,-1.411506,-1.467489,-1.129109,-0.717023,-1.479283,stable
1.555069,-0.949774,1.273282,-0.069629,-0.955554,-0.013189,0.148309,1.52463,-1.165029,-0.58624,1.670943,-1.416943,0.195304,unstable
-1.663959,0.741036,-0.253698,0.146953,-0.850105,1.517266,-0.409916,0.36924,1.211135,0.923307,-0.971478,-1.462216,-1.218414,stable
-1.056985,-1.563136,1.220636,-0.238867,0.792837,0.045061,-1.605239,0.18306,1.611272,0.163505,1.643195,-1.009293,-0.736943,stable
-0.821522,-0.044402,-0.276725,-0.596458,-1.312209,0.293251,1.342979,0.643011,-0.983892,1.087687,0.370462,1.71984,1.634463,unstable
-1.037379,1.418397,-1.493018,0.38317,-1.869961,0.706545,1.045961,1.495523,-0.791482,-0.819339,0.962983,0.906007,-1.034402,stable
-0.97284,-0.233062,0.597261,-1.075502,0.372593,1.556292,-1.214468,-0.989,1.610367,-0.090826,0.641894,1.575759,0.853488,unstable
-0.23104,0.37093,-1.508054,-0.985216,0.798808,1.535756,-1.493906,-1.429339,-0.583722,-0.088747,0.450186,1.521523,-0.63049,stable
0.265434,-0.50244,0.458993,1.435517,-0.59265,0.922936,1.128299,-1.021831,-0.894016,-1.543528,1.440079,-1.528996,0.026458,unstable
-0.520491,-0.937833,-0.761882,0.728246,-1.015867,-0.054272,0.799712,1.01907,1.511873,-1.30159,0.291476,-0.414091,0.188729,unstable
-0.037228,0.197823,-1.504794,-0.343797,-0.78899,1.400048,-0.734986,0.705376,-1.369467,0.283029,-1.071895,0.699113,-0.258823,unstable
-1.237,0.90945,-0.851365,-0.493763,0.159604,-1.201751,-0.349277,1.273804,-1.454055,-1.4431,0.407288,-0.373152,-1.87712,stable
0.120248,1.062553,-0.715206,1.172881,-0.851876,1.440051,0.72536,-0.685745,1.571675,-0.345269,-0.718553,0.352141,1.14825,unstable
-1.274331,-1.084839,-1.133946,-0.389879,0.061901,0.768712,-0.189309,-0.686922,-0.17693,0.930437,-1.135648,0.928898,-0.398089,unstable
1.052654,-1.671562,-0.7994,-0.833019,0.37734,-0.984667,1.214682,-0.885436,-0.413715,-1.409305,-1.114225,0.905376,-1.511306,stable
1.17403,0.3876,-0.503663,0.786316,0.431049,-0.055806,-1.037331,0.344427,-0.40118,-1.215633,0.817673,-0.887045,-0.01622,unstable
-1.153658,0.395518,-0.994427,1.664691,0.789531,-0.593337,-1.686374,0.908336,0.002009,-0.495128,-0.814078,0.188072,-0.796464,stable
-1.426953,-1.366349,-0.296205,0.376539,-1.530479,0.357874,1.028567,1.271925,-0.593807,-0.904737,1.410357,-0.514202,-0.641783,stable
0.269971,0.123278,-1.236073,0.992274,1.951717,-0.76946,-0.906016,-1.714559,0.535289,-1.459523,-1.549554,0.648035,0.294224,unstable
-0.773974,-0.551982,0.69138,1.422435,0.476935,1.389224,-1.109714,-1.107921,-1.61665,0.033285,-1.605023,-0.799023,-1.347076,stable
0.521432,0.684173,0.676143,-1.694586,-1.305238,-0.490981,1.589546,1.168567,-1.343145,0.000969,1.297935,-0.785204,0.274893,unstable
-0.90432,0.473167,-0.876295,0.573485,-1.143246,-0.344049,0.880079,1.449731,-1.31095,1.069662,1.367532,1.674725,1.401532,unstable
0.852016,0.640365,-0.675069,-1.07238,0.500072,-0.773145,1.596505,-1.69196,0.276869,1.452065,-0.973155,0.875858,0.749021,unstable
-0.25744,-1.472404,0.26034,-1.603268,0.300931,-1.116916,-0.159196,0.75341,-0.908688,0.541627,0.728834,0.527186,-1.364373,stable
1.036353,1.497231,0.967743,0.31815,1.175566,-0.445373,-1.436308,-0.160219,-0.309915,1.403467,1.500268,0.314802,1.958932,unstable
1.048983,-1.665358,-0.711224,0.042668,0.452606,-0.045921,0.036711,-0.776944,-1.457696,-1.245829,-0.933756,0.815503,-1.265156,stable
1.023041,1.231056,0.458249,-0.112061,1.274006,0.191916,-0.684889,-1.719911,-1.573886,-0.549452,0.391631,-1.310878,-0.121906,unstable
0.137715,0.637148,-0.881752,-0.560948,1.055865,-0.469006,0.073333,-1.438312,-1.197102,1.003579,-1.463966,-0.509438,-0.170329,unstable
1.546291,0.11349,-0.040562,-0.353952,0.582513,-1.339468,1.328156,-1.000484,-1.362203,0.068194,-1.230908,0.684769,-0.095614,unstable
0.002676,0.560972,1.339557,-0.040693,0.416759,0.061077,-0.264211,-0.520754,-0.833854,0.840274,0.032021,-1.708956,0.505434,unstable
0.711842,0.239201,-1.035188,1.353663,0.803709,-1.720951,0.911752,-0.586804,-0.30072,0.222307,-0.540285,-1.455313,-0.28393,unstable
-0.868141,0.337171,1.079995,-1.179824,0.226987,-1.039488,-0.965436,1.61066,1.23909,0.505393,0.274792,1.16333,0.38554,unstable
1.336018,-1.69864,-0.67454,-1.430564,1.067498,-1.282093,-1.562203,0.990105,-1.579101,-0.341771,-0.569046,-1.532769,-1.668855,stable
-0.710682,-0.496598,0.644074,1.18124,-2.251681,1.351588,0.948647,1.610822,-0.228629,-0.803525,0.67249,-1.184371,-0.065473,unstable
1.534386,0.169458,-0.92818,0.07151,0.811012,0.466764,-0.163352,-1.712099,1.722199,-0.275961,-1.064016,1.364904,1.229038,unstable
-0.886464,1.489161,0.292373,0.791068,-0.869529,1.26196,0.365822,-0.117452,-1.688599,-1.006009,1.142256,-1.543794,-0.335148,unstable
0.872223,-0.776667,0.737609,-0.289293,0.249037,0.147227,-1.134526,0.554735,-0.213756,-0.724114,1.697111,-0.904428,0.83348,unstable
-0.608849,-0.596355,0.012115,0.820701,0.401422,-0.526029,1.525446,-1.696668,0.276121,0.288062,-0.144015,1.446368,1.237592,unstable
0.746267,0.968642,1.006127,0.910906,0.888373,-0.434694,-0.9503,-0.158064,-1.549158,1.71097,1.07379,-0.201224,1.605552,unstable
1.594528,-1.621631,-1.486842,-0.933932,-0.370343,-1.259169,1.460825,0.441611,-0.999564,1.148881,-0.593962,-0.441476,-2.069759,stable
-1.169442,-1.34546,-0.989866,-0.3186,-0.072275,0.628377,-0.024368,-0.47847,-1.673616,0.094817,1.723092,1.416864,0.241904,unstable
-1.247471,-0.068644,1.508417,-0.051157,0.520979,0.448144,-0.242988,-1.110069,1.69087,-0.66628,1.088474,1.574255,0.516034,unstable
-0.351666,0.690275,0.947713,-0.278481,-1.21455,0.23819,1.333775,0.537647,0.803104,-1.000303,-0.559355,0.107462,0.482078,unstable
-1.171227,-1.610827,1.381804,-0.7412,0.732658,0.777314,-0.592057,-1.457847,-0.003386,-1.00177,0.899462,0.063896,-0.948574,stable
0.40938,0.735805,0.387796,-0.731979,1.05025,-1.493414,-0.866633,0.535814,-0.952657,0.981424,-1.014848,0.649169,0.556431,unstable
-1.010846,-0.575416,-1.325881,-0.652461,2.385135,-1.011998,-1.572935,-1.557928,0.944067,-0.128996,-0.906395,0.591663,0.033984,unstable
-0.774348,0.690453,0.146763,0.491222,-0.436467,-0.290086,1.159757,-0.111549,-1.104723,1.026687,-0.405841,-0.355894,0.720485,unstable
-0.334054,-1.40137,0.029143,-1.544418,-1.904779,1.709647,1.362027,0.236832,-0.755421,0.987595,-0.35094,-0.275064,-1.569228,stable
-1.037789,-1.669992,1.399033,0.494972,0.727101,-0.829281,0.204151,-0.637808,-0.244439,-0.91211,1.062554,-0.332926,-0.277511,unstable
1.649848,0.109964,-0.881929,1.025889,2.333794,-0.950419,-1.568587,-1.534677,1.614403,-0.975884,-0.685475,0.249218,0.852168,unstable
0.665673,-0.213374,-1.07561,-0.647342,-0.703982,1.715038,0.321197,-0.813452,-0.994672,0.34988,1.361151,1.505115,0.891183,unstable
-1.45919,-0.066968,0.891437,0.912265,0.827962,1.249347,-1.009044,-1.678431,-1.103003,-1.436567,-0.332009,0.006944,-0.474457,stable
0.123808,-0.328953,-0.768179,0.198035,0.758994,-1.696024,1.260394,-0.882706,-1.511485,0.61774,1.169899,-1.107257,0.042111,unstable
-1.665795,0.301691,-1.535285,-0.323391,-0.565304,1.531373,-1.587093,1.037625,-0.761662,1.603913,0.76094,-1.51913,-1.360531,stable
0.187922,1.049074,-1.107137,-1.525205,-0.999427,1.38577,-0.323186,0.673371,0.356377,1.358059,0.513482,-0.626518,0.139919,unstable
-1.187992,-0.992745,-1.3849,0.091217,0.079736,-1.453528,0.255623,1.059408,1.413776,1.704375,-1.625793,0.068888,-0.271079,unstable
-0.306881,0.233023,-0.823934,-0.033337,-0.160536,-0.0144,0.285512,0.00773,-1.703476,0.536901,1.634575,-0.172398,0.602193,unstable
1.700394,1.428325,1.041683,0.629283,-0.491879,1.209398,-0.193218,-0.161811,0.35321,0.667191,-0.68399,-1.224965,0.994909,unstable
-0.015551,1.447968,1.256546,-0.975786,-2.002471,1.226357,0.996823,1.255012,0.21605,0.963568,-1.316902,1.274161,0.31504,unstable
-1.653953,0.893928,0.324673,-1.49386,0.995357,-1.713073,-1.148776,1.132962,-0.891992,0.601425,-1.462671,-0.841322,-1.497678,stable
-0.647854,-0.55652,-1.200713,0.309935,-0.171516,-0.597319,-0.636523,1.531757,0.687032,0.279689,0.733336,1.384943,1.198776,unstable
1.416419,-0.321017,1.615504,0.749294,-0.82794,1.37563,0.485816,-0.423355,1.414576,1.299673,1.385954,-1.664599,1.452954,unstable
-0.21597,1.710071,-1.531684,-1.357967,-0.954654,1.47548,-0.818132,1.000838,1.011692,1.337338,1.718686,0.260829,-0.806271,stable
-0.915701,-1.686879,0.57416,-1.24313,0.607711,-0.019366,-0.879171,-0.157026,1.728955,-1.374297,1.413543,1.216084,-0.151176,unstable
-1.61538,-0.119387,-1.5181,-0.969784,0.009293,-0.978491,1.42352,-0.461172,-0.784078,0.913976,0.599915,-0.787553,-0.980793,stable
-1.10258,1.353619,-0.180589,-1.313302,-0.465838,1.312593,0.050114,-0.553569,-0.31349,-0.883383,-1.192366,1.19247,-1.358219,stable
1.082175,1.473691,-1.293127,0.69905,-0.713209,1.461398,-1.316936,1.094347,-0.558926,-0.845693,-0.505236,0.783337,0.169075,unstable
-0.115036,-0.650749,-0.283996,-1.536255,1.110621,-0.382954,-0.912109,-0.634031,0.148263,-1.579706,-0.45601,1.65778,-1.436015,stable
1.296952,0.680946,1.27924,-0.343314,-0.165786,0.199201,-0.365675,0.454438,0.229643,0.94293,1.354077,-0.010643,1.729283,unstable
0.416055,-0.021507,1.712106,-1.660824,-1.472403,0.578872,1.082752,0.895867,-0.643484,1.586642,0.411994,-0.882359,0.36526,unstable
1.524068,0.792103,-0.195294,0.993549,-1.571601,1.19709,0.349451,1.183252,1.619414,1.604874,-1.623035,0.368601,1.743809,unstable
1.229346,-1.614536,0.41317,-0.654037,-1.214008,1.184922,1.081097,-0.157347,0.972177,0.967396,1.174872,-1.609286,-0.012173,unstable
1.063484,1.708619,0.438129,1.033531,0.902894,-1.025474,-1.209149,0.666341,-0.170575,0.160156,-0.568323,-1.671453,0.429567,unstable
0.924017,1.495775,-0.735388,0.648305,-0.453725,0.837041,0.180941,-0.229884,-1.154712,0.991609,-0.682818,-0.340926,0.486655,unstable
-0.275179,-0.393247,1.348083,0.529222,-2.107179,1.711697,0.646236,1.302131,1.441805,1.266363,0.620933,-0.099576,1.653932,unstable
0.79269,0.020711,1.378256,-0.101697,1.763228,-0.544307,-1.345103,-1.173228,-1.0589,-1.725933,-1.338345,0.362146,-0.91888,stable
1.154103,-0.896431,0.702902,0.1111,0.2287,-0.884952,-0.941939,1.429651,-0.797012,1.556278,0.418718,-0.423298,0.506393,unstable
1.667348,0.059601,1.490822,-1.588084,1.037756,-0.83822,-1.180216,0.215905,-1.6615,1.195227,-1.056114,-0.219258,-1.089072,stable
-1.250719,0.311157,-1.604967,-0.344471,-0.291851,0.377967,0.074366,0.054598,0.556644,1.464939,1.49274,-1.625091,-1.328257,stable
1.526803,1.278533,-1.073171,-1.377777,-1.143715,0.952249,-0.495307,1.529635,-0.938366,0.278985,0.102754,-0.711723,-0.930297,stable
0.499332,-1.307153,-0.284147,1.326279,-0.522778,1.575873,0.782681,-1.450514,-0.17933,-1.420322,0.241679,1.494382,0.769143,unstable
0.125538,0.147493,0.112772,1.186103,1.134452,-1.093298,-0.923672,0.046484,1.199967,1.608414,0.402177,-0.99566,1.870898,unstable
1.104205,1.519729,0.211007,-0.862396,2.175232,-1.576301,-1.221687,-0.980282,-0.98492,0.895582,-1.638081,1.231589,-0.048222,unstable
0.057238,0.370227,-0.795794,0.046469,-0.230857,-0.633066,1.345753,-0.311699,-0.087531,1.630043,-1.468633,-0.475717,0.921632,unstable
1.237138,-1.516654,1.711365,-1.625393,0.687401,0.339259,-0.412677,-1.120563,-0.072305,-0.659841,0.939889,0.754896,-0.704632,stable
-1.120726,-1.377765,-0.154641,-0.739356,0.310542,-1.051357,-0.091346,0.603306,-0.752688,-1.168297,-0.6593,-1.652911,-1.498552,stable
-0.437122,-1.042291,-0.038181,-0.471299,-0.782366,-0.776229,1.563952,0.571207,-0.374775,1.482662,0.639007,1.659164,1.739781,unstable
-0.933304,1.483646,0.913184,1.36398,-0.418764,-0.369318,0.045753,1.050936,-1.298525,-0.227382,1.448394,-0.318367,0.955311,unstable
0.50873,-0.890439,1.719863,-0.530886,0.731589,-0.50202,-1.523794,0.755082,-1.089037,1.365021,-0.832707,1.477102,-0.213907,unstable
0.632722,0.164482,0.600939,0.899612,0.519697,-1.552713,-0.851172,1.501197,-1.548524,-0.336764,-1.251109,0.387127,0.068874,unstable
1.72049,0.243264,0.084119,0.894611,-1.328777,0.996379,0.556078,0.755561,-0.632244,-0.12273,-0.5618,-1.276308,-0.042681,unstable
1.619649,-0.128149,-1.621815,1.167252,0.111838,-0.338194,1.211043,-1.067107,0.189981,-1.345337,0.920666,-0.834131,-1.139713,stable
-0.201875,-0.364568,-1.085324,1.687307,0.827042,0.380481,-0.520412,-1.296598,1.302099,-1.551088,-0.356454,0.25978,-0.212348,unstable
-1.56938,1.363561,0.41711,-1.459121,0.51308,1.691106,-1.63653,-0.945769,0.415716,0.090887,-0.187353,-1.491691,-1.014388,stable
-0.93,-1.707218,1.624043,0.53623,1.118144,-0.781121,0.527897,-1.688938,0.203131,-1.343669,-1.080568,-0.810163,-1.363449,stable
0.285439,0.672626,0.372711,-0.416794,-1.117296,1.13468,-0.403558,1.209566,0.472551,0.114018,-0.946888,0.503231,1.043477,unstable
-1.613475,-0.097851,1.721072,1.478149,0.838084,-0.255813,-1.656466,0.45657,0.138649,1.587665,0.806166,-1.637067,-0.233282,unstable
0.254569,0.21331,-1.647246,1.270755,-1.55871,0.736514,0.798675,1.172213,0.103048,1.464315,-0.335219,0.876228,0.940223,unstable
1.024681,0.123551,1.715683,-0.244804,-0.426516,1.019272,-0.94624,0.667805,-0.981762,0.723533,1.215253,1.323672,1.376347,unstable
-0.30008,0.347913,-1.21451,0.068409,-0.730125,-0.0768,1.720518,-0.375528,0.673964,-0.7416,0.09148,0.093618,0.33905,unstable
-0.315549,0.946023,-1.012851,1.691064,1.470905,-0.311252,-1.252669,-0.990968,1.303473,-1.230843,-0.551322,-0.634901,-0.454397,stable
0.836784,1.090824,0.88665,-0.778143,-0.93728,1.541144,0.58048,-0.493616,-0.365463,1.223714,0.862905,0.864528,1.46092,unstable
0.469981,1.286147,-0.923934,0.775669,-0.553314,-0.385791,-0.265521,1.612391,-1.172905,-0.949756,0.2204,-0.696459,-0.815107,stable
0.197362,1.032288,-0.402184,0.284406,0.202108,-0.745917,1.068406,-0.673541,0.638878,-1.067117,-1.66716,-0.665487,-0.12697,unstable
0.518371,1.459505,-0.725042,0.82701,0.056684,-1.24624,1.731292,-0.58351,0.459929,-0.330806,0.33489,0.458522,1.028825,unstable
0.505613,0.668302,-0.686919,-1.227621,0.184575,0.19168,-0.227452,-0.284824,1.706661,-1.594241,0.225162,-0.950892,0.102122,unstable
0.145534,0.683403,0.812081,1.143785,-0.402221,1.413173,0.67157,-1.386105,0.435639,-0.685606,-0.845276,1.057625,1.165797,unstable
0.066599,-1.163768,0.575312,-1.215113,0.286371,-0.005534,1.220682,-1.712559,-0.42486,0.420423,0.229424,1.184368,-0.433616,stable
1.180996,-1.111067,1.394459,0.724268,-0.191429,-1.149952,0.862161,0.620293,0.871179,-0.451487,-1.323081,-0.787957,0.023442,unstable
1.501623,1.41323,1.388123,0.314041,1.391052,-1.364255,-0.430847,-0.621086,-1.62065,1.185951,-0.956459,0.861289,0.979548,unstable
-0.593639,1.506292,0.849851,-1.117819,-0.861394,0.347831,0.739564,0.408802,-0.904897,1.696475,0.519041,1.600387,0.61466,unstable
1.656049,-0.018341,0.433335,-0.776298,-0.758877,1.061042,1.248234,-0.991144,1.575296,-1.575689,1.34952,0.907991,1.05679,unstable
-1.195119,1.177257,-1.658969,1.375088,1.483623,0.464773,-1.664033,-1.377718,-0.165101,1.346574,1.387537,1.625241,0.061075,unstable
-0.266342,0.106781,-0.314841,-0.671544,-1.588373,0.329357,1.099315,1.330253,0.703174,1.415996,0.075933,-0.688097,1.514402,unstable
-0.561689,-0.757389,0.808629,-1.58216,0.177669,0.166571,0.865768,-1.34094,-1.483178,0.534159,-1.14377,0.442003,-1.809543,stable
1.724581,-0.288883,0.702116,-0.849085,-0.978883,1.371993,-0.642176,0.970454,0.631007,0.464802,-1.408641,0.924737,-0.014782,unstable
-0.875735,0.839423,1.299016,-0.934762,1.145002,0.26096,-1.091318,-1.158453,-0.360898,-0.299085,-0.928112,-0.410147,-0.902637,stable
-0.316954,-1.110736,0.624522,-0.215594,-1.097492,1.134157,1.490087,-0.717956,-0.106792,0.891054,-1.648405,-0.733635,-0.9802,stable
1.44031,0.532516,1.13638,-0.098729,0.596815,-1.210469,1.705546,-1.531716,0.970453,1.723595,0.194606,-1.686507,1.535472,unstable
-0.456409,0.973888,-0.781039,1.494117,1.177651,-0.607223,-1.423469,-0.014829,-1.076648,-0.814602,0.442824,0.844135,0.110753,unstable
-1.356501,0.787558,1.371746,1.370433,0.938541,1.106247,-1.563172,-1.173274,-0.367012,1.479588,1.158907,1.641918,1.666018,unstable
-0.97119,-1.424004,-0.088169,1.000312,-0.168752,0.141949,-1.045711,1.196875,0.118754,1.568047,-1.570997,-1.351721,-1.416524,stable
0.93163,-1.299434,0.200471,0.693203,1.152329,-0.845397,0.544717,-1.700858,-0.433592,-0.29766,0.448967,0.626982,0.64971,unstable
0.124496,-1.101687,1.395676,-1.027477,1.422671,-1.267615,-0.177815,-1.025679,-1.203321,0.897693,-1.045891,-1.477493,-0.856266,stable
-0.510806,-0.620792,-0.352111,0.32684,0.346722,-0.119154,0.184405,-0.667489,0.466444,0.221266,-1.48696,1.35165,0.914661,unstable
-0.162205,0.87048,1.102699,0.163838,-1.087896,1.310008,1.594551,-1.014938,0.17171,-0.444166,0.033596,-0.691665,0.684683,unstable
-0.624266,0.318638,-0.31306,0.579608,-0.315266,-0.191773,0.074646,0.664728,-0.361392,-1.055984,1.688619,-0.439194,0.653178,unstable
-0.363381,-0.614131,-0.414039,-0.549561,2.091124,-0.888242,-1.541704,-1.202231,-0.612613,-0.092874,1.593645,1.590946,1.816271,unstable
0.837904,-0.309008,-0.117258,0.303034,0.120952,0.658407,-0.507023,-0.361471,-1.598514,-0.635987,0.600131,-1.493707,-0.759734,stable
0.475846,-0.544388,-1.230685,0.46008,0.838714,-0.923757,-0.135687,-0.397361,1.013039,0.209607,1.161504,-1.058601,0.266418,unstable
-1.299382,1.36384,0.0079,-0.583272,2.178731,-1.660432,-1.402162,-0.721752,1.609637,1.218289,-0.953628,0.531075,-0.344963,unstable
-1.34411,-1.074763,-0.634992,0.258131,-0.633301,0.565988,1.003713,-0.469689,-1.656393,-1.145173,0.987901,1.615723,0.298843,unstable
-0.496374,1.215347,1.574764,1.610321,1.212972,0.808819,-1.55114,-1.364549,-0.841076,-0.7595,-0.831825,-0.745832,-0.221502,unstable
-1.628788,1.077951,0.021943,0.215445,1.866071,-0.960098,-0.988186,-1.292988,-1.03853,-0.195032,-1.095974,1.248084,0.128919,unstable
-1.657962,0.924245,0.68882,1.143388,1.579443,-0.617159,-0.720459,-1.405796,0.858534,1.139598,-0.413878,-0.811408,-0.084298,unstable
-1.653362,-1.62874,-1.310335,0.678617,-0.879713,1.50959,-0.615615,0.634043,-0.621076,-0.16583,1.62852,-0.442219,-1.58325,stable
0.089093,1.241477,1.287307,0.486027,-1.470076,-0.335197,1.312839,1.575806,0.899877,1.42865,1.658052,0.99175,2.359002,unstable
-1.006397,-0.870836,-1.338799,0.39368,-1.702862,1.49388,0.563165,0.900741,-1.222889,-0.139551,0.184016,-1.1257,-1.759353,stable
-0.251996,0.592272,-1.143237,-0.895325,-0.229469,0.234945,1.112078,-0.948448,-1.342617,-0.699625,-1.367658,0.32582,-1.298328,stable
-0.429588,0.721484,-1.079876,-0.854204,-1.39398,0.824828,0.877625,0.71882,0.352237,-1.05916,0.694724,-0.227955,-0.534143,stable
0.018974,0.420902,-0.153248,0.823647,-0.181458,-0.528549,0.976011,-0.132279,-1.261815,-0.09447,-0.624394,-0.939863,-0.252665,unstable
1.528336,1.554966,-0.976233,0.768818,-0.925628,1.69462,1.37537,-1.46222,1.383146,-0.676682,1.654803,0.715105,0.998487,unstable
-0.570034,1.320083,-1.076703,0.361066,2.020679,-1.65339,-1.424245,-0.432184,1.438862,0.106044,0.840098,0.984747,0.970825,unstable
1.073567,-0.256297,1.238561,1.442824,-0.155786,-0.024288,0.583803,-0.288923,-0.287128,-0.028545,0.875738,1.326564,1.5731,unstable
1.390403,0.152578,-0.595053,-1.10114,1.102535,-1.657234,-0.447066,0.189252,0.024903,0.066666,-1.617432,-1.114622,-0.508346,stable
0.565486,-0.375424,-1.452838,0.582608,-0.748128,-0.725219,0.411083,1.613597,-1.126822,1.467507,-0.84181,0.704971,0.430467,unstable
-0.68415,0.457854,-0.122538,-0.049195,0.391074,0.198044,0.662117,-1.539438,-1.354431,1.612958,1.058837,-0.76369,1.231897,unstable
-0.031571,-1.583107,0.042482,1.379184,0.076818,1.433207,-0.172453,-1.394183,0.330488,-0.723819,1.42952,0.351203,0.746241,unstable
-0.913984,-0.937516,-0.450049,-0.141445,0.168929,0.705051,0.224127,-1.222599,0.200235,-0.912969,1.563192,-1.44007,-0.116184,unstable
-0.899306,-1.622052,0.084551,0.477928,0.517071,0.628013,0.157269,-1.683408,0.219734,0.938803,-0.685938,-1.289961,-1.833785,stable
1.135389,0.195041,1.125218,-0.495009,1.453379,-1.156837,-1.185447,-0.182163,-0.916056,0.740382,0.428889,1.098493,1.197792,unstable
0.341289,-0.333025,-1.607836,-0.556025,-0.860823,-0.080031,1.649875,-0.074639,-0.872041,-0.512259,-0.021468,-1.283488,-1.484469,stable
-1.187071,-0.649977,0.161079,-1.303804,0.978489,-1.4964,0.33589,-0.539077,-0.833566,0.695465,-1.347014,-1.245636,-1.815445,stable
0.217368,0.161764,-1.695298,-0.021262,-0.124275,0.174517,0.058321,-0.016979,0.049015,-1.643597,1.166352,1.516513,-0.361315,unstable
-0.937033,1.481214,1.338029,0.054416,0.154498,-1.534618,1.547571,-0.281309,0.732176,1.665347,-0.075668,1.162479,1.276291,unstable
-1.504611,-0.267229,1.538962,0.480994,-0.121119,0.3124,0.052543,-0.154564,-1.386822,1.345761,-1.476754,-0.470396,-0.478741,stable
-0.544085,-0.494854,0.051931,0.553838,0.385953,-1.159517,-1.075277,1.564412,1.591688,1.520446,1.226598,0.756702,2.457284,unstable
0.10804,-1.060487,1.173516,0.997345,0.270801,1.087135,0.032844,-1.590346,1.392828,1.677864,0.54266,-0.451076,1.043166,unstable
0.099619,1.384831,1.21809,0.370315,-0.74623,-0.49762,0.569754,1.224029,1.087752,-1.290985,1.536089,-1.280455,1.097461,unstable
